 7.46914993e-01  7.46914993e-01 
 7.56914993e-01  7.46914993e-01 
 7.66914993e-01  7.46914993e-01 
 7.76914993e-01  7.46914993e-01 
 7.86914993e-01  7.46914993e-01 
 7.96914993e-01  7.46914993e-01 
 8.06914993e-01  7.46914993e-01 
 8.16914993e-01  7.46914993e-01 
 8.26914993e-01  7.46914993e-01 
 8.36914993e-01  7.46914993e-01 
 8.46914993e-01  7.46914993e-01 
 8.56914993e-01  7.46914993e-01 
 8.66914993e-01  7.46914993e-01 
 8.76914993e-01  7.46914993e-01 
 8.86914993e-01  7.46914993e-01 
 8.96914993e-01  7.46914993e-01 
 9.06914993e-01  7.46914993e-01 
 9.16914993e-01  7.46914993e-01 
 9.26914993e-01  7.46914993e-01 
 9.36914993e-01  7.46914993e-01 
 9.46914993e-01  7.46914993e-01 
 9.56914993e-01  7.46914993e-01 
 9.66914993e-01  7.46914993e-01 
 9.76914993e-01  7.46914993e-01 
 9.86914993e-01  7.46914993e-01 
 9.96914993e-01  7.46914993e-01 
 1.00691499e+00  7.46914993e-01 
 1.01691499e+00  7.46914993e-01 
 1.02691499e+00  7.46914993e-01 
 1.03691499e+00  7.46914993e-01 
 1.04691499e+00  7.46914993e-01 
 1.05691499e+00  7.46914993e-01 
 1.06691499e+00  7.46914993e-01 
 1.07691499e+00  7.46914993e-01 
 1.08691499e+00  7.46914993e-01 
 1.09691499e+00  7.46914993e-01 
 1.10691499e+00  7.46914993e-01 
 1.11691499e+00  7.46914993e-01 
 1.12691499e+00  7.46914993e-01 
 1.13691499e+00  7.46914993e-01 
 1.14691499e+00  7.46914993e-01 
 1.15691499e+00  7.46914993e-01 
 1.16691499e+00  7.46914993e-01 
 1.17691499e+00  7.46914993e-01 
 1.18691499e+00  7.46914993e-01 
 1.19691499e+00  7.46914993e-01 
 1.20691499e+00  7.46914993e-01 
 1.21691499e+00  7.46914993e-01 
 1.22691499e+00  7.46914993e-01 
 1.23691499e+00  7.46914993e-01 
 1.24691499e+00  7.46914993e-01 
 1.25691499e+00  7.46914993e-01 
 1.26691499e+00  7.46914993e-01 
 1.27691499e+00  7.46914993e-01 
 1.28691499e+00  7.46914993e-01 
 1.29691499e+00  7.46914993e-01 
 1.30691499e+00  7.46914993e-01 
 1.31691499e+00  7.46914993e-01 
 1.32691499e+00  7.46914993e-01 
 1.33691499e+00  7.46914993e-01 
 1.34691499e+00  7.46914993e-01 
 1.35691499e+00  7.46914993e-01 
 1.36691499e+00  7.46914993e-01 
 1.37691499e+00  7.46914993e-01 
 1.38691499e+00  7.46914993e-01 
 1.39691499e+00  7.46914993e-01 
 1.40691499e+00  7.46914993e-01 
 1.41691499e+00  7.46914993e-01 
 1.42691499e+00  7.46914993e-01 
 1.43691499e+00  7.46914993e-01 
 1.44691499e+00  7.46914993e-01 
 1.45691499e+00  7.46914993e-01 
 1.46691499e+00  7.46914993e-01 
 1.47691499e+00  7.46914993e-01 
