 1.62000000e+00  7.89937053e-01  1.62000000e+00  7.89937053e-01 
 1.61000000e+00  7.90504282e-01  1.61000000e+00  7.89131120e-01 
 1.60000000e+00  7.91069419e-01  1.60000000e+00  7.88332744e-01 
 1.59000000e+00  7.91632322e-01  1.59000000e+00  7.87541985e-01 
 1.58000000e+00  7.92192859e-01  1.58000000e+00  7.86758896e-01 
 1.57000000e+00  7.92750899e-01  1.57000000e+00  7.85983523e-01 
 1.56000000e+00  7.93306320e-01  1.56000000e+00  7.85215902e-01 
 1.55000000e+00  7.93859005e-01  1.55000000e+00  7.84456063e-01 
 1.54000000e+00  7.94408844e-01  1.54000000e+00  7.83704028e-01 
 1.53000000e+00  7.94955731e-01  1.53000000e+00  7.82959814e-01 
 1.52000000e+00  7.95499568e-01  1.52000000e+00  7.82223429e-01 
 1.51000000e+00  7.96040261e-01  1.51000000e+00  7.81494874e-01 
 1.50000000e+00  7.96577724e-01  1.50000000e+00  7.80774146e-01 
 1.49000000e+00  7.97111875e-01  1.49000000e+00  7.80061234e-01 
 1.48000000e+00  7.97642638e-01  1.48000000e+00  7.79356122e-01 
 1.47000000e+00  7.98169944e-01  1.47000000e+00  7.78658788e-01 
 1.46000000e+00  7.98693729e-01  1.46000000e+00  7.77969205e-01 
 1.45000000e+00  7.99213932e-01  1.45000000e+00  7.77287340e-01 
 1.44000000e+00  7.99730500e-01  1.44000000e+00  7.76613157e-01 
 1.43000000e+00  8.00243384e-01  1.43000000e+00  7.75946614e-01 
 1.42000000e+00  8.00752541e-01  1.42000000e+00  7.75287666e-01 
 1.41000000e+00  8.01257932e-01  1.41000000e+00  7.74636263e-01 
 1.40000000e+00  8.01759522e-01  1.40000000e+00  7.73992350e-01 
 1.39000000e+00  8.02257281e-01  1.39000000e+00  7.73355872e-01 
 1.38000000e+00  8.02751184e-01  1.38000000e+00  7.72726767e-01 
 1.37000000e+00  8.03241211e-01  1.37000000e+00  7.72104973e-01 
 1.36000000e+00  8.03727343e-01  1.36000000e+00  7.71490422e-01 
 1.35000000e+00  8.04209568e-01  1.35000000e+00  7.70883045e-01 
 1.34000000e+00  8.04687879e-01  1.34000000e+00  7.70282769e-01 
 1.33000000e+00  8.05162264e-01  1.33000000e+00  7.69689528e-01 
 1.32000000e+00  8.05632726e-01  1.32000000e+00  7.69103236e-01 
 1.31000000e+00  8.06099266e-01  1.31000000e+00  7.68523819e-01 
