 1.98000000e+00  9.19659714e-01  1.98000000e+00  9.19659714e-01 
 1.97000000e+00  9.21312738e-01  1.97000000e+00  9.17773856e-01 
 1.96000000e+00  9.22965449e-01  1.96000000e+00  9.15887283e-01 
 1.95000000e+00  9.24616419e-01  1.95000000e+00  9.14001471e-01 
 1.94000000e+00  9.26264215e-01  1.94000000e+00  9.12117919e-01 
 1.93000000e+00  9.27907399e-01  1.93000000e+00  9.10238140e-01 
 1.92000000e+00  9.29544546e-01  1.92000000e+00  9.08363651e-01 
 1.91000000e+00  9.31174244e-01  1.91000000e+00  9.06495969e-01 
 1.90000000e+00  9.32795104e-01  1.90000000e+00  9.04636595e-01 
 1.89000000e+00  9.34405772e-01  1.89000000e+00  9.02787014e-01 
 1.88000000e+00  9.36004948e-01  1.88000000e+00  9.00948653e-01 
 1.87000000e+00  9.37591330e-01  1.87000000e+00  8.99122970e-01 
 1.86000000e+00  9.39163714e-01  1.86000000e+00  8.97311315e-01 
 1.85000000e+00  9.40720944e-01  1.85000000e+00  8.95515003e-01 
 1.84000000e+00  9.42261927e-01  1.84000000e+00  8.93735288e-01 
 1.83000000e+00  9.43785639e-01  1.83000000e+00  8.91973357e-01 
 1.82000000e+00  9.45291132e-01  1.82000000e+00  8.90230325e-01 
 1.81000000e+00  9.46777535e-01  1.81000000e+00  8.88507228e-01 
 1.80000000e+00  9.48244053e-01  1.80000000e+00  8.86805022e-01 
 1.79000000e+00  9.49689976e-01  1.79000000e+00  8.85124578e-01 
 1.78000000e+00  9.51114672e-01  1.78000000e+00  8.83466683e-01 
 1.77000000e+00  9.52517593e-01  1.77000000e+00  8.81832036e-01 
 1.76000000e+00  9.53898269e-01  1.76000000e+00  8.80221250e-01 
 1.75000000e+00  9.55256310e-01  1.75000000e+00  8.78634852e-01 
 1.74000000e+00  9.56591403e-01  1.74000000e+00  8.77073284e-01 
 1.73000000e+00  9.57903306e-01  1.73000000e+00  8.75536907e-01 
 1.72000000e+00  9.59191849e-01  1.72000000e+00  8.74026003e-01 
 1.71000000e+00  9.60456930e-01  1.71000000e+00  8.72540776e-01 
 1.70000000e+00  9.61698508e-01  1.70000000e+00  8.71081360e-01 
 1.69000000e+00  9.62916600e-01  1.69000000e+00  8.69647820e-01 
 1.68000000e+00  9.64111281e-01  1.68000000e+00  8.68240159e-01 
 1.67000000e+00  9.65282671e-01  1.67000000e+00  8.66858317e-01 
 1.66000000e+00  9.66430941e-01  1.66000000e+00  8.65502182e-01 
 1.65000000e+00  9.67556298e-01  1.65000000e+00  8.64171598e-01 
 1.64000000e+00  9.68658995e-01  1.64000000e+00  8.62866340e-01 
 1.63000000e+00  9.69739314e-01  1.63000000e+00  8.61586166e-01 
 1.62000000e+00  9.70797558e-01  1.62000000e+00  8.60330796e-01 
 1.61000000e+00  9.71834070e-01  1.61000000e+00  8.59099900e-01 
 1.60000000e+00  9.72849209e-01  1.60000000e+00  8.57893131e-01 
 1.59000000e+00  9.73843353e-01  1.59000000e+00  8.56710111e-01 
 1.58000000e+00  9.74816900e-01  1.58000000e+00  8.55550443e-01 
 1.57000000e+00  9.75770258e-01  1.57000000e+00  8.54413707e-01 
 1.56000000e+00  9.76703849e-01  1.56000000e+00  8.53299469e-01 
 1.55000000e+00  9.77618105e-01  1.55000000e+00  8.52207281e-01 
 1.54000000e+00  9.78513463e-01  1.54000000e+00  8.51136680e-01 
 1.53000000e+00  9.79390366e-01  1.53000000e+00  8.50087197e-01 
 1.52000000e+00  9.80249264e-01  1.52000000e+00  8.49058353e-01 
 1.51000000e+00  9.81090607e-01  1.51000000e+00  8.48049664e-01 
 1.50000000e+00  9.81914848e-01  1.50000000e+00  8.47060640e-01 
 1.49000000e+00  9.82722441e-01  1.49000000e+00  8.46090785e-01 
 1.48000000e+00  9.83513840e-01  1.48000000e+00  8.45139605e-01 
 1.47000000e+00  9.84289500e-01  1.47000000e+00  8.44206598e-01 
 1.46000000e+00  9.85049875e-01  1.46000000e+00  8.43291263e-01 
 1.45000000e+00  9.85795418e-01  1.45000000e+00  8.42393096e-01 
 1.44000000e+00  9.86526584e-01  1.44000000e+00  8.41511591e-01 
 1.43000000e+00  9.87243824e-01  1.43000000e+00  8.40646239e-01 
 1.42000000e+00  9.87947594e-01  1.42000000e+00  8.39796530e-01 
